10/08/2022	Adam Ondra: Pushing the Limits	PN2839	77	01:17:00	INSIG	10:45:00	IN10	2
10/08/2022	Okay! (The ASD Band Film)	PN2952	86	01:26:00	PORTR	13:00:00	IN10	2
10/08/2022	The Blue Caftan	PN2869	122	02:02:00	PANOR	15:45:00	IN10	2
10/08/2022	The Killing of a Journalist	PN2837	100	01:40:00	INSIG	18:45:00	IN10	2
10/08/2022	You Can Live Forever	PN2920	96	01:36:00	NORTHL	21:30:00	IN10	2
10/09/2022	1341 Frames of Love and War	PN2835	90	01:30:00	INSIG	10:45:00	IN10	2
10/09/2022	Fogaréu	PN2843	100	01:40:00	PANOR	13:00:00	IN10	2
10/09/2022	Dos estaciones	PN2820	99	01:39:00	PANOR	16:15:00	IN10	2
10/09/2022	Karaoke	PN2898	103	01:43:00	PANOR	19:00:00	IN10	2
09/29/2022	Tori and Lokita	PN2934	88	1:28	SHOWC	18:30:00	PLAY	2
09/29/2022	Peter von Kant	PN2863	84	01:24:00	SHOWC	21:00:00	PLAY	2
09/30/2022	Black Ice	PN2928	97	01:37:00	SHOWC	18:00:00	PLAY	2
09/30/2022	Riceboy Sleeps	PN2865	117	01:57:00	NORTHL	21:00:00	PLAY	2
10/01/2022	Klondike	PN2868	100	01:40:00	SHOWC	15:00:00	PLAY	2
10/01/2022	Brother	PN2973	119	02:00:00	SHOWC	18:00:00	PLAY	2
10/01/2022	R.M.N.	PN2986	125	02:05:00	SHOWC	21:30:00	PLAY	2
10/02/2022	EO	PN2932	88	01:28:00	SPRES	16:00:00	PLAY	2
10/02/2022	Crystal Pite: Angels' Atlas	PN3009	65	01:05:00	SHOWC	18:30:00	PLAY	2
10/02/2022	Until Branches Bend	PN2854	98	01:38:00	NORTHL	21:00:00	PLAY	2
10/03/2022	The Klabona Keepers	PN2872	69	01:09:00	INSIG	18:00:00	PLAY	2
10/03/2022	Stars at Noon	PN2926	137	02:17:00	SPRES	21:00:00	PLAY	2
10/04/2022	Viking	PN2893	104	01:44:00	SHOWC	18:00:00	PLAY	2
10/04/2022	Close	PN2938	105	01:45:00	SHOWC	21:15:00	PLAY	2
10/05/2022	Motherhood	PN2925	116	01:56:00	SHOWC	18:00:00	PLAY	2
10/05/2022	Before, Now & Then	PN2832	103	01:43:00	SHOWC	21:30:00	PLAY	2
10/06/2022	Michael Abels	PN2996	90	01:30:00	VFAMP	19:00:00	PLAY	2
10/07/2022	Nostalgia	PN2951	118	01:58:00	SHOWC	18:15:00	PLAY	2
10/07/2022	Holy Spider	PN2919	117	1:57	SHOWC	21:15:00	PLAY	2
10/08/2022	When Time Got Louder	PN2968	114	01:54:00	NORTHL	14:30:00	PLAY	2
10/08/2022	Emily	PN2971	130	02:10:00	SHOWC	18:00:00	PLAY	2
10/08/2022	Call Jane	PN2900	121	2:01	SHOWC	21:15:00	PLAY	2
10/09/2022	Alcarràs	PN2910	120	02:00:00	SHOWC	14:30:00	PLAY	2
10/09/2022	Pacifiction	PN2846	165	02:45:00	SHOWC	17:30:00	PLAY	2
10/09/2022	Boy From Heaven	PN2912	125	02:05:00	SHOWC	21:15:00	PLAY	2
09/29/2022	Falcon Lake	PN2862	100	01:40:00	PANOR	18:45:00	RIO	2
09/29/2022	Smoking Causes Coughing	PN2935	80	01:20:00	ALTER	21:30:00	RIO	2
09/30/2022	Nanny	PN2933	99	01:39:00	PANOR	18:30:00	RIO	2
09/30/2022	Something in the Dirt	PN2992	116	01:56:00	ALTER	21:15:00	RIO	2
10/01/2022	Falcon Lake	PN2862	100	01:40:00	PANOR	13:15:00	RIO	2
10/01/2022	Riotsville, U.S.A.	PN2931	91	01:31:00	SPECT	16:00:00	RIO	2
10/01/2022	Huesera	PN2924	93	01:33:00	ALTER	18:30:00	RIO	2
10/01/2022	Leonor Will Never Die	PN2830	99	01:39:00	ALTER	21:15:00	RIO	2
10/02/2022	Something in the Dirt	PN2992	116	01:56:00	ALTER	12:45:00	RIO	2
10/02/2022	What We Do Next	PN2847	77	01:17:00	PANOR	15:45:00	RIO	2
10/02/2022	Call Jane	PN2900	121	02:01:00	SHOWC	18:30:00	RIO	2
10/02/2022	Quantum Cowboys	PN2949	99	01:39:00	ALTER	21:30:00	RIO	2
10/03/2022	Riceboy Sleeps	PN2865	117	01:57:00	NORTHL	18:15:00	RIO	2
